status,budget_tokens,dataset,seed,method,jsonl,issues,slurm_job_id,slurm_restart_count,slurm_node
valid,300000000,fineweb,1337,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v5_300m/fineweb/E2_matrixpolicy_ablation_role_depth_v5_300m_fineweb_m0_300m_seed1337_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749375,0,damle-compute-01
valid,300000000,fineweb,2027,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v5_300m/fineweb/E2_matrixpolicy_ablation_role_depth_v5_300m_fineweb_m0_300m_seed2027_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749376,1,nikola-compute-18
valid,300000000,fineweb,3407,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v5_300m/fineweb/E2_matrixpolicy_ablation_role_depth_v5_300m_fineweb_m0_300m_seed3407_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749377,0,rush-compute-02
valid,300000000,dolma_sample,1337,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v5_300m/dolma_sample/E2_matrixpolicy_ablation_role_depth_v5_300m_dolma_sample_m0_300m_seed1337_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749378,0,damle-compute-01
valid,300000000,dolma_sample,2027,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v5_300m/dolma_sample/E2_matrixpolicy_ablation_role_depth_v5_300m_dolma_sample_m0_300m_seed2027_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749379,0,elor-compute-01
valid,300000000,dolma_sample,3407,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v5_300m/dolma_sample/E2_matrixpolicy_ablation_role_depth_v5_300m_dolma_sample_m0_300m_seed3407_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749381,1,badfellow
valid,300000000,c4_en,1337,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v5_300m/c4_en/E2_matrixpolicy_ablation_role_depth_v5_300m_c4_en_m0_300m_seed1337_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749383,0,rush-compute-02
valid,300000000,c4_en,2027,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v5_300m/c4_en/E2_matrixpolicy_ablation_role_depth_v5_300m_c4_en_m0_300m_seed2027_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749385,0,damle-compute-01
valid,300000000,c4_en,3407,role_depth_v5,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v5_300m/c4_en/E2_matrixpolicy_ablation_role_depth_v5_300m_c4_en_m0_300m_seed3407_rlb_matrixpolicy_role_depth_v5/rlb_fused_global_rational.jsonl,,749386,1,rush-compute-02
valid,100000000,dclm,1337,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v6_100m/dclm/E1_matrixpolicy_ablation_role_depth_v6_100m_dclm_m0_100m_seed1337_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749329,0,elor-compute-01
valid,100000000,dclm,2027,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v6_100m/dclm/E1_matrixpolicy_ablation_role_depth_v6_100m_dclm_m0_100m_seed2027_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749330,1,damle-compute-01
valid,100000000,dclm,3407,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v6_100m/dclm/E1_matrixpolicy_ablation_role_depth_v6_100m_dclm_m0_100m_seed3407_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749331,0,elor-compute-01
valid,100000000,fineweb_edu,1337,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v6_100m/fineweb_edu/E1_matrixpolicy_ablation_role_depth_v6_100m_fineweb_edu_m0_100m_seed1337_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749332,1,damle-compute-01
valid,100000000,fineweb_edu,2027,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v6_100m/fineweb_edu/E1_matrixpolicy_ablation_role_depth_v6_100m_fineweb_edu_m0_100m_seed2027_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749333,0,nikola-compute-18
valid,100000000,fineweb_edu,3407,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v6_100m/fineweb_edu/E1_matrixpolicy_ablation_role_depth_v6_100m_fineweb_edu_m0_100m_seed3407_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749334,0,rush-compute-02
valid,100000000,fineweb,1337,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v6_100m/fineweb/E1_matrixpolicy_ablation_role_depth_v6_100m_fineweb_m0_100m_seed1337_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749335,0,elor-compute-01
valid,100000000,fineweb,2027,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v6_100m/fineweb/E1_matrixpolicy_ablation_role_depth_v6_100m_fineweb_m0_100m_seed2027_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749336,0,damle-compute-01
valid,100000000,fineweb,3407,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v6_100m/fineweb/E1_matrixpolicy_ablation_role_depth_v6_100m_fineweb_m0_100m_seed3407_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749337,0,nikola-compute-18
valid,100000000,dolma_sample,1337,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v6_100m/dolma_sample/E1_matrixpolicy_ablation_role_depth_v6_100m_dolma_sample_m0_100m_seed1337_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749338,0,rush-compute-02
valid,100000000,dolma_sample,2027,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v6_100m/dolma_sample/E1_matrixpolicy_ablation_role_depth_v6_100m_dolma_sample_m0_100m_seed2027_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749339,0,elor-compute-01
valid,100000000,dolma_sample,3407,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v6_100m/dolma_sample/E1_matrixpolicy_ablation_role_depth_v6_100m_dolma_sample_m0_100m_seed3407_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749340,0,damle-compute-01
valid,100000000,c4_en,1337,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v6_100m/c4_en/E1_matrixpolicy_ablation_role_depth_v6_100m_c4_en_m0_100m_seed1337_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749341,0,nikola-compute-18
valid,100000000,c4_en,2027,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v6_100m/c4_en/E1_matrixpolicy_ablation_role_depth_v6_100m_c4_en_m0_100m_seed2027_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749342,0,rush-compute-02
valid,100000000,c4_en,3407,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E1_matrixpolicy_ablation_role_depth_v6_100m/c4_en/E1_matrixpolicy_ablation_role_depth_v6_100m_c4_en_m0_100m_seed3407_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749343,0,elor-compute-01
valid,300000000,dclm,1337,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v6_300m/dclm/E2_matrixpolicy_ablation_role_depth_v6_300m_dclm_m0_300m_seed1337_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749387,0,damle-compute-01
valid,300000000,dclm,2027,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v6_300m/dclm/E2_matrixpolicy_ablation_role_depth_v6_300m_dclm_m0_300m_seed2027_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749388,1,damle-compute-01
valid,300000000,dclm,3407,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v6_300m/dclm/E2_matrixpolicy_ablation_role_depth_v6_300m_dclm_m0_300m_seed3407_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749389,0,nikola-compute-18
valid,300000000,fineweb_edu,1337,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v6_300m/fineweb_edu/E2_matrixpolicy_ablation_role_depth_v6_300m_fineweb_edu_m0_300m_seed1337_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749390,0,elor-compute-01
valid,300000000,fineweb_edu,2027,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v6_300m/fineweb_edu/E2_matrixpolicy_ablation_role_depth_v6_300m_fineweb_edu_m0_300m_seed2027_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749391,2,badfellow
valid,300000000,fineweb_edu,3407,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v6_300m/fineweb_edu/E2_matrixpolicy_ablation_role_depth_v6_300m_fineweb_edu_m0_300m_seed3407_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749392,0,elor-compute-01
valid,300000000,fineweb,1337,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v6_300m/fineweb/E2_matrixpolicy_ablation_role_depth_v6_300m_fineweb_m0_300m_seed1337_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749393,0,damle-compute-01
valid,300000000,fineweb,2027,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v6_300m/fineweb/E2_matrixpolicy_ablation_role_depth_v6_300m_fineweb_m0_300m_seed2027_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749394,0,nikola-compute-18
valid,300000000,fineweb,3407,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v6_300m/fineweb/E2_matrixpolicy_ablation_role_depth_v6_300m_fineweb_m0_300m_seed3407_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749395,0,rush-compute-02
valid,300000000,dolma_sample,1337,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v6_300m/dolma_sample/E2_matrixpolicy_ablation_role_depth_v6_300m_dolma_sample_m0_300m_seed1337_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749396,0,elor-compute-01
valid,300000000,dolma_sample,2027,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v6_300m/dolma_sample/E2_matrixpolicy_ablation_role_depth_v6_300m_dolma_sample_m0_300m_seed2027_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749397,0,damle-compute-01
valid,300000000,dolma_sample,3407,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v6_300m/dolma_sample/E2_matrixpolicy_ablation_role_depth_v6_300m_dolma_sample_m0_300m_seed3407_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749398,0,nikola-compute-18
valid,300000000,c4_en,1337,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v6_300m/c4_en/E2_matrixpolicy_ablation_role_depth_v6_300m_c4_en_m0_300m_seed1337_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749399,0,rush-compute-02
valid,300000000,c4_en,2027,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v6_300m/c4_en/E2_matrixpolicy_ablation_role_depth_v6_300m_c4_en_m0_300m_seed2027_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749400,0,elor-compute-01
valid,300000000,c4_en,3407,role_depth_v6,abalation/runs/role_depth_v5_v6_e1_e2/E2_matrixpolicy_ablation_role_depth_v6_300m/c4_en/E2_matrixpolicy_ablation_role_depth_v6_300m_c4_en_m0_300m_seed3407_rlb_matrixpolicy_role_depth_v6/rlb_fused_global_rational.jsonl,,749312,0,damle-compute-01
